"x","y","dtime","lc","delta.t"
65385.0344567477,835204.744835441,1995-12-17 10:25:00,"B",5.3
61484.5814019138,828441.872867495,1995-12-17 12:05:00,"0",1.66666666666667
62358.0039470162,830018.905194981,1995-12-17 13:46:00,"1",1.68333333333333
59249.653727898,829748.001077305,1995-12-17 17:12:00,"0",3.43333333333333
59538.8347546114,830422.361342899,1995-12-17 18:53:00,"1",1.68333333333333
37557.2727322191,768196.245890404,1995-12-18 04:44:00,"B",9.85
90967.1081027042,806560.067564779,1995-12-18 06:22:00,"B",1.63333333333333
21436.6743826103,838520.803177973,1995-12-18 16:49:00,"B",10.45
60374.8066623051,830546.648957812,1995-12-18 20:09:00,"1",3.33333333333333
59779.8484505976,830314.306439307,1995-12-18 20:10:00,"1",0.0166666666666667
60990.2550547002,829439.3119634,1995-12-18 21:49:00,"2",1.65
60268.6877601642,829651.650745086,1995-12-18 23:29:00,"2",1.66666666666667
57989.6747046245,829952.761226256,1995-12-19 02:41:00,"1",3.2
68741.4419786402,831240.975723228,1995-12-19 04:21:00,"0",1.66666666666667
64446.8832050935,837758.067475682,1995-12-19 11:42:00,"0",7.35
128557.655865042,821443.405068499,1995-12-19 13:22:00,"B",1.66666666666667
68962.938333784,835712.032101976,1995-12-19 18:09:00,"0",4.78333333333333
60906.0457075335,838818.927684656,1995-12-19 19:48:00,"1",1.65
62586.7883943159,834489.558398361,1995-12-19 21:38:00,"A",1.83333333333333
61387.8859854202,834694.19289495,1995-12-19 23:18:00,"3",1.66666666666667
67481.3416151102,838478.639425256,1995-12-20 00:44:00,"B",1.43333333333333
62219.4028762438,835042.17603985,1995-12-20 01:00:00,"1",0.266666666666667
100939.742227531,847679.050200316,1995-12-20 04:03:00,"B",3.05
63928.1941263446,829150.458204806,1995-12-20 05:39:00,"A",1.6
35695.5117469203,839963.607177485,1995-12-20 11:32:00,"A",5.88333333333333
52699.3179153887,827199.030418805,1995-12-21 11:18:00,"A",23.7666666666667
52614.9809645351,824517.919767412,1995-12-21 17:27:00,"B",6.15
59349.4847206565,827069.376545234,1995-12-21 19:07:00,"B",1.66666666666667
62538.8365948672,822316.475285365,1995-12-21 19:38:00,"A",0.516666666666667
57866.9964051515,826042.50782028,1995-12-21 21:17:00,"1",1.65
57807.0969004648,826041.63692541,1995-12-21 21:17:00,"1",0.1
58814.9654789083,822706.390142895,1995-12-22 01:36:00,"B",4.31666666666667
57036.4048358913,825472.172277632,1995-12-22 03:16:00,"B",1.66666666666667
57446.0872883129,826148.075664884,1995-12-22 04:57:00,"2",1.68333333333333
59309.5738124569,825728.747310217,1995-12-22 12:50:00,"1",7.88333333333333
66965.6119400147,830093.877047267,1995-12-22 18:44:00,"B",5.9
56153.5351844862,824342.945382063,1995-12-22 22:46:00,"0",4.03333333333333
57986.7953751466,826044.25231587,1995-12-23 00:26:00,"1",1.66666666666667
61085.9193621235,831004.215103274,1995-12-23 04:36:00,"1",4.16666666666667
63421.8153551748,834614.490860832,1995-12-23 06:13:00,"B",1.61666666666667
60256.8363482353,830433.184451096,1995-12-23 12:42:00,"2",6.48333333333333
66443.9414201497,832653.697980792,1995-12-23 14:20:00,"1",1.63333333333333
68384.3616813315,848434.47229707,1995-12-23 16:02:00,"A",1.7
63217.599746381,836174.748237184,1995-12-23 16:45:00,"B",0.716666666666667
62447.9165721678,835715.840689341,1995-12-23 18:23:00,"1",1.63333333333333
61389.6127337795,834582.541446096,1995-12-23 20:01:00,"0",1.63333333333333
69439.0152828658,835832.016942904,1995-12-23 20:57:00,"1",0.933333333333333
64052.2529228824,836299.814904592,1995-12-23 22:32:00,"0",1.58333333333333
749447.925927715,1162898.85767805,1995-12-23 22:33:00,"1",0.0166666666666667
64405.3022094656,832955.146636303,1995-12-24 02:33:00,"2",4
74312.319901158,834133.335254581,1995-12-24 05:54:00,"1",3.35
82053.6139274989,829930.044460335,1995-12-24 12:31:00,"B",6.61666666666667
80740.7225072112,826776.069787989,1995-12-24 18:02:00,"B",5.51666666666667
87873.481670875,832064.860397621,1995-12-24 22:21:00,"B",4.31666666666667
77588.2628550959,831738.955331534,1995-12-25 00:04:00,"2",1.71666666666667
67430.1938669087,834457.198092709,1995-12-25 03:50:00,"A",3.76666666666667
65328.9483414576,834980.460651137,1995-12-25 17:41:00,"A",13.85
64334.6521541216,833624.07033341,1995-12-25 19:20:00,"1",1.65
84974.7128794554,852777.469090548,1995-12-26 03:26:00,"0",8.1
65454.0013533262,834647.480683804,1995-12-26 13:49:00,"B",10.3833333333333
65037.4408035577,834528.953899617,1995-12-26 15:28:00,"B",1.65
68035.5744318253,834020.804802181,1995-12-26 15:39:00,"B",0.183333333333333
67975.7950610604,834019.780790663,1995-12-26 15:39:00,"B",0.1
63143.012840817,829584.603321358,1995-12-26 20:37:00,"B",4.96666666666667
132308.33492275,854637.862279825,1995-12-26 21:59:00,"B",1.36666666666667
230151.6293829,963438.799351821,1995-12-26 23:39:00,"B",1.66666666666667
64090.3485417059,837640.608091436,1995-12-27 03:09:00,"1",3.5
60180.6468409813,835457.452303803,1995-12-27 04:47:00,"A",1.63333333333333
62962.0724638068,783804.601366783,1995-12-27 06:29:00,"B",1.7
-177348.819746242,719878.799872385,1995-12-27 11:52:00,"B",5.38333333333333
62106.8625825641,834593.698908649,1995-12-27 13:39:00,"2",1.78333333333333
61961.1675030108,836266.60906372,1995-12-27 16:56:00,"3",3.28333333333333
-250344.365820936,878938.174422617,1995-12-27 23:38:00,"B",6.7
-21574.2913545741,813063.423775761,1995-12-28 11:42:00,"B",12.0666666666667
64751.3282741651,833742.522542628,1995-12-28 21:41:00,"A",9.98333333333333
65488.9813612561,832526.157676343,1995-12-29 01:06:00,"A",3.41666666666667
-6548.79777936008,777066.686595984,1995-12-29 04:08:00,"B",3.03333333333333
62560.3826571926,836164.331614382,1995-12-29 17:52:00,"0",13.7333333333333
785.222705824096,792687.70828832,1995-12-30 00:54:00,"B",7.03333333333333
67784.3004571862,831224.529576533,1995-12-30 02:03:00,"0",1.15
37121.7911804124,840646.758485336,1995-12-30 20:48:00,"B",18.75
66027.655236661,853979.203930296,1995-12-30 21:18:00,"B",0.5
382257.070862349,956829.533595134,1995-12-30 23:02:00,"B",1.73333333333333
66503.7413612,832654.69892622,1995-12-31 03:22:00,"A",4.33333333333333
66468.2244522431,831202.292649289,1995-12-31 05:01:00,"A",1.65
39634.8446099017,815993.209237917,1995-12-31 11:15:00,"B",6.23333333333333
10006.2602404555,848526.124369408,1995-12-31 12:52:00,"B",1.61666666666667
66696.2636816103,831876.179805804,1995-12-31 14:35:00,"A",1.71666666666667
62340.7678291526,838729.542343571,1995-12-31 20:24:00,"0",5.81666666666667
62787.2900912939,833152.588946231,1995-12-31 21:08:00,"B",0.733333333333333
64434.2854838548,834854.156005686,1996-01-01 00:29:00,"0",3.35
58794.5964093205,811875.023845043,1996-01-01 02:57:00,"B",2.46666666666667
65672.0790583938,832305.825277653,1996-01-01 04:37:00,"A",1.66666666666667
47324.2001327619,840978.806375419,1996-01-01 11:00:00,"A",6.38333333333333
67381.7902176777,833786.294302228,1996-01-01 12:43:00,"0",1.71666666666667
31481.5738244405,918011.307832948,1996-01-01 14:26:00,"B",1.71666666666667
69231.1585896096,834041.474061999,1996-01-01 22:39:00,"2",8.21666666666667
64454.2227988821,833626.009602044,1996-01-02 00:19:00,"0",1.66666666666667
65726.3409563469,832641.756870955,1996-01-02 05:58:00,"3",5.65
-48122.6790180379,774112.092023395,1996-01-02 10:52:00,"B",4.9
68536.9302962901,832689.266837917,1996-01-02 12:32:00,"0",1.66666666666667
65546.9405041762,832638.791853704,1996-01-02 14:13:00,"1",1.68333333333333
62935.1748254869,831368.104881453,1996-01-02 16:24:00,"A",2.18333333333333
41317.4136449655,878664.130131655,1996-01-02 19:06:00,"B",2.7
169526.460635067,794148.739844618,1996-01-02 19:48:00,"B",0.7
63059.6449096415,834832.078653883,1996-01-02 20:45:00,"B",0.95
58685.8166303532,827394.53788047,1996-01-02 22:28:00,"0",1.71666666666667
65301.759102042,825710.922818784,1996-01-03 00:08:00,"A",1.66666666666667
61571.4374257653,830565.011299127,1996-01-03 05:38:00,"1",5.5
62523.3193819471,827118.007447176,1996-01-03 17:42:00,"0",12.0666666666667
64540.879769301,820896.751604886,1996-01-03 19:21:00,"B",1.65
78704.2147661528,823719.95703536,1996-01-03 20:37:00,"A",1.26666666666667
54600.2037102262,832696.555710291,1996-01-03 21:01:00,"B",0.4
60463.8734955518,832558.15075615,1996-01-03 22:17:00,"0",1.26666666666667
62655.4415779922,830135.257941649,1996-01-04 03:34:00,"0",5.28333333333333
67706.4908640358,828766.318543515,1996-01-04 05:13:00,"0",1.65
49975.8921205111,805502.560617176,1996-01-04 10:25:00,"B",5.2
60300.8554833927,827530.371010685,1996-01-04 12:11:00,"0",1.76666666666667
47788.6376910626,856843.818312232,1996-01-04 17:25:00,"B",5.23333333333333
-37414.1935329161,878848.404863502,1996-01-04 19:04:00,"A",1.65
46701.4380806177,848230.744007611,1996-01-04 20:25:00,"A",1.35
72282.6379706921,787422.049662268,1996-01-04 20:41:00,"B",0.266666666666667
53759.537666783,824086.555714894,1996-01-04 22:04:00,"A",1.38333333333333
61032.9542667584,830556.703649633,1996-01-04 23:47:00,"2",1.71666666666667
69127.8551474245,826222.259882713,1996-01-05 04:50:00,"B",5.05
60096.6162443766,833110.955997946,1996-01-05 11:58:00,"B",7.13333333333333
69014.9243834086,836159.666997652,1996-01-05 13:41:00,"A",1.71666666666667
68833.9919830733,832806.084299508,1996-01-05 15:19:00,"A",1.63333333333333
70528.1425973385,831719.010264942,1996-01-05 17:02:00,"B",1.71666666666667
62359.7558446085,829907.25853566,1996-01-05 18:40:00,"0",1.63333333333333
42469.0653126122,831766.617258661,1996-01-06 15:09:00,"B",20.4833333333333
16168.8211297154,841734.290440798,1996-01-06 20:04:00,"B",4.91666666666667
43468.6538729166,822397.604974849,1996-01-06 21:46:00,"A",1.7
36966.5879170867,876163.172695313,1996-01-07 02:28:00,"B",4.7
62525.2241175719,830803.255165958,1996-01-07 05:48:00,"0",3.33333333333333
62153.5484907128,827782.241259469,1996-01-07 11:37:00,"1",5.81666666666667
61521.9762128234,829894.200888346,1996-01-07 13:19:00,"0",1.7
88011.1100484419,823133.103637611,1996-01-07 19:35:00,"B",6.26666666666667
97142.4798792321,839652.865728637,1996-01-07 21:15:00,"B",1.66666666666667
62884.4224755811,819418.611367325,1996-01-07 21:33:00,"A",0.3
62644.8445395823,827008.248361481,1996-01-08 00:55:00,"A",3.36666666666667
85705.4218861905,835479.863908274,1996-01-08 03:50:00,"B",2.91666666666667
34571.0527374031,825101.884733725,1996-01-08 11:27:00,"0",7.61666666666667
99284.8044336305,794139.836416071,1996-01-08 15:52:00,"B",4.41666666666667
54412.9153879932,846318.933996538,1996-01-09 17:12:00,"B",25.3333333333333
54361.1338903685,837048.623796718,1996-01-10 03:03:00,"A",9.85
39844.5411179666,825039.536862564,1996-01-10 18:30:00,"B",15.45
40245.465680287,879434.964506328,1996-01-11 06:00:00,"B",11.5
60441.4307567404,830100.967081285,1996-01-12 05:40:00,"0",23.6666666666667
62284.1625264303,830911.143946928,1996-01-12 22:19:00,"1",16.65
64682.651005969,830614.439914449,1996-01-13 05:19:00,"0",7
111762.555338484,803848.720728776,1996-01-13 10:29:00,"B",5.16666666666667
62460.1304741555,831137.256786093,1996-01-13 19:05:00,"0",8.6
63924.6029338767,829373.748765278,1996-01-13 22:09:00,"1",3.06666666666667
61954.7873502049,829007.536680344,1996-01-13 23:50:00,"2",1.68333333333333
68397.5728079674,826879.6773117,1996-01-14 01:37:00,"B",1.78333333333333
62362.9212236504,825887.10961573,1996-01-14 06:38:00,"1",5.01666666666667
64107.7521593699,829153.350101658,1996-01-14 12:03:00,"0",5.41666666666667
60720.1442970023,831445.306708536,1996-01-14 13:43:00,"1",1.66666666666667
100849.58432729,738364.012431431,1996-01-14 15:26:00,"B",1.71666666666667
62713.5174536919,830247.848552169,1996-01-14 17:02:00,"A",1.6
57379.981293053,830725.618625015,1996-01-14 21:57:00,"0",4.91666666666667
64445.139014002,830498.904978703,1996-01-14 23:39:00,"1",1.7
61913.2298515383,823981.709877812,1996-01-15 01:19:00,"B",1.66666666666667
104946.199073703,785574.673782847,1996-01-15 06:13:00,"B",4.9
135043.873141764,854730.453808088,1996-01-15 11:53:00,"B",5.66666666666667
66359.7680948811,830530.418987468,1996-01-15 13:32:00,"0",1.65
63999.7108393601,835852.244554031,1996-01-15 14:59:00,"B",1.45
67833.8272242382,828321.788435987,1996-01-15 15:12:00,"0",0.216666666666667
65313.2476703045,832299.908250987,1996-01-15 16:41:00,"1",1.48333333333333
64936.1566355003,833410.505133772,1996-01-15 20:00:00,"1",3.31666666666667
63141.8578793837,837178.669517027,1996-01-15 20:08:00,"1",0.133333333333333
69922.1398503244,832155.01470922,1996-01-16 04:11:00,"0",8.05
-82859.7619285593,904686.105527572,1996-01-16 18:03:00,"B",13.8666666666667
65202.8002047193,831739.706843124,1996-01-17 02:11:00,"1",8.13333333333333
62804.9439486313,832036.099813854,1996-01-17 03:50:00,"0",1.65
59856.4964858141,829198.731169553,1996-01-17 05:30:00,"2",1.66666666666667
-120558.180852128,759551.354069436,1996-01-19 03:04:00,"B",45.5666666666667
61036.5115083606,826424.887249732,1996-01-19 04:46:00,"0",1.7
73078.9575274299,826404.562185033,1996-01-19 06:28:00,"2",1.7
62982.9299239135,828353.655100288,1996-01-20 02:46:00,"1",20.3
64158.5931915796,829712.542519553,1996-01-20 04:26:00,"2",1.66666666666667
66048.991530234,827621.693061761,1996-01-20 06:06:00,"1",1.66666666666667
62514.6823672073,831473.141267779,1996-01-21 04:03:00,"1",21.95
62831.42442395,830361.385764198,1996-01-21 05:42:00,"0",1.65
199338.001463474,795743.659256634,1996-01-21 12:30:00,"B",6.8
174765.256028147,898776.692945653,1996-01-21 22:25:00,"B",9.91666666666667
158990.694845731,898438.108138169,1996-01-21 23:59:00,"B",1.56666666666667
63602.1224248519,830820.347894482,1996-01-22 03:42:00,"1",3.71666666666667
64878.5454691452,829612.555183265,1996-01-22 05:21:00,"0",1.65
51105.0483896093,830081.605013077,1996-01-22 23:51:00,"0",18.5
66352.0955640409,827403.392095724,1996-01-23 06:41:00,"1",6.83333333333333
58255.266829324,803493.308576499,1996-01-23 10:24:00,"B",3.71666666666667
60023.9559608951,837912.028322414,1996-01-23 13:47:00,"B",3.38333333333333
64468.6785563711,829047.513351274,1996-01-23 23:41:00,"1",9.9
43004.707867879,853996.535584864,1996-01-24 01:19:00,"B",1.63333333333333
63266.2593509371,829363.215131243,1996-01-24 04:39:00,"1",3.33333333333333
63483.881487416,823224.772838641,1996-01-24 21:51:00,"0",17.2
68924.508852849,834482.863003716,1996-01-24 23:30:00,"0",1.65
58524.9511260287,830183.953364478,1996-01-25 01:14:00,"0",1.73333333333333
63378.8364292923,829811.705581348,1996-01-25 02:35:00,"2",1.35
63318.99367956,829810.751690229,1996-01-25 02:35:00,"2",0.1
36584.1447044098,910569.598476127,1996-01-25 11:43:00,"B",9.13333333333333
62370.267195463,829237.380791088,1996-01-26 01:01:00,"1",13.3
63014.4685453026,830140.934853924,1996-01-26 03:54:00,"2",2.88333333333333
68363.2971803064,832351.236333126,1996-01-26 11:33:00,"A",7.65
65121.015110122,833078.497262175,1996-01-26 13:13:00,"0",1.66666666666667
64456.0034540348,829829.029708699,1996-01-26 14:55:00,"A",1.7
65993.3584700875,830971.022584131,1996-01-26 23:10:00,"A",8.25
61722.3013830645,828557.228930165,1996-01-27 03:33:00,"1",4.38333333333333
57229.4259676776,828713.354471785,1996-01-28 03:11:00,"0",23.6333333333333
61597.3880167398,828890.309459261,1996-01-28 04:51:00,"1",1.66666666666667
60851.7497523537,830665.598591723,1996-01-28 06:31:00,"1",1.66666666666667
66022.4646217967,825611.146416803,1996-01-28 18:37:00,"0",12.1
62255.8099523382,828900.566676155,1996-01-29 02:50:00,"A",8.21666666666667
-4337.65001978148,857897.152885117,1996-01-29 06:07:00,"B",3.28333333333333
58979.9259505673,823713.827118038,1996-01-29 16:36:00,"A",10.4833333333333
-9911.86419441381,715484.36336425,1996-01-29 22:41:00,"B",6.08333333333333
60937.2528557755,828991.807637115,1996-01-30 00:16:00,"1",1.58333333333333
61564.5172062282,831011.602453926,1996-01-30 02:28:00,"0",2.2
149687.641419735,679268.53007924,1996-01-30 14:07:00,"B",11.65
60177.0634605093,912985.90719451,1996-01-30 19:36:00,"B",5.48333333333333
65307.7396932789,832634.851103744,1996-01-31 00:07:00,"0",4.51666666666667
64436.085267084,831057.137261541,1996-01-31 03:45:00,"1",3.63333333333333
63517.6409454634,843550.680172959,1996-01-31 15:40:00,"B",11.9166666666667
68251.3615929183,831902.595877099,1996-01-31 17:33:00,"A",1.88333333333333
69597.1567778599,813053.682882139,1996-01-31 19:10:00,"B",1.61666666666667
64160.3955182638,829600.896978864,1996-01-31 23:56:00,"2",4.76666666666667
62768.0626050583,830583.73401056,1996-02-01 03:24:00,"1",3.46666666666667
62276.7920687223,827560.825748092,1996-02-01 18:51:00,"A",15.45
59900.2091972789,826295.943313453,1996-02-01 22:05:00,"A",3.23333333333333
62347.4925268003,830688.787359886,1996-02-02 03:02:00,"1",4.95
61282.6100999431,829890.502570732,1996-02-02 04:42:00,"3",1.66666666666667
59819.5079683842,831654.991959891,1996-02-02 06:25:00,"B",1.71666666666667
57457.373420959,825366.561721437,1996-02-02 18:29:00,"A",12.0666666666667
85266.7017858089,788569.854728565,1996-02-02 20:13:00,"B",1.73333333333333
59650.5792545219,826962.211059988,1996-02-02 21:53:00,"2",1.66666666666667
57854.0037449853,826935.670768048,1996-02-02 23:34:00,"1",1.68333333333333
59206.437880614,828630.635991275,1996-02-03 11:45:00,"1",12.1833333333333
58669.3402446855,828511.001882053,1996-02-03 13:28:00,"1",1.71666666666667
771.01539627339,865266.35421673,1996-02-03 16:25:00,"B",2.95
60991.9682777568,829327.665230605,1996-02-03 21:42:00,"1",5.28333333333333
61535.8030462367,829001.02847068,1996-02-03 23:23:00,"2",1.68333333333333
40733.1577877634,802495.051754908,1996-02-04 01:06:00,"B",1.71666666666667
62305.1651732385,829571.380564156,1996-02-04 05:39:00,"1",4.55
65250.4477118175,828836.9205615,1996-02-04 17:47:00,"A",12.1333333333333
62125.6260258285,829568.570095505,1996-02-04 21:34:00,"0",3.78333333333333
61113.3848960103,829217.857258942,1996-02-05 00:53:00,"0",3.31666666666667
65268.1351325562,874632.326282097,1996-02-05 01:56:00,"B",1.05
60286.1640470424,832443.773506306,1996-02-05 14:47:00,"A",12.85
64949.3362548804,828943.663656318,1996-02-06 00:45:00,"A",9.96666666666667
43732.9649237283,814696.203568671,1996-02-06 01:36:00,"B",0.85
58299.379273422,825155.47456064,1996-02-06 03:13:00,"B",1.61666666666667
61542.7164237693,828554.444792372,1996-02-06 04:52:00,"0",1.65
84193.2815192194,796474.196229988,1996-02-06 15:20:00,"B",10.4666666666667
15159.958634769,792939.528715748,1996-02-06 17:04:00,"B",1.73333333333333
64182.8757882274,794540.809395186,1996-02-06 18:39:00,"B",1.58333333333333
58938.5678743737,826504.917009515,1996-02-06 21:09:00,"A",2.5
60415.959030018,831775.693627246,1996-02-07 02:53:00,"0",5.73333333333333
52226.1251141904,826746.118672486,1996-02-07 04:33:00,"0",1.66666666666667
62221.3976866979,846322.30479057,1996-02-07 06:13:00,"0",1.66666666666667
62912.4631670694,829022.578423262,1996-02-07 11:03:00,"A",4.83333333333333
75571.1541798822,827679.584721931,1996-02-07 12:44:00,"0",1.68333333333333
63461.8470456754,828361.270987616,1996-02-07 14:25:00,"1",1.68333333333333
64613.7413708599,831171.698789247,1996-02-07 22:41:00,"0",8.26666666666667
63361.0316004748,830928.171334345,1996-02-08 00:21:00,"0",1.66666666666667
66326.2060666217,832540.051542689,1996-02-08 02:31:00,"0",2.16666666666667
266963.32533054,838393.744730717,1996-02-08 04:15:00,"B",1.73333333333333
71874.0703968494,820128.97182361,1996-02-08 05:51:00,"A",1.6
65136.2204684721,828500.024853737,1996-02-08 17:57:00,"0",12.1
57556.1890179654,826819.68042731,1996-02-08 22:28:00,"1",4.51666666666667
59231.3444065551,830976.133669606,1996-02-09 00:10:00,"0",1.7
63150.9220891997,844103.253000178,1996-02-09 02:10:00,"A",2
61826.3938319343,829563.904004113,1996-02-09 03:48:00,"1",1.63333333333333
-145372.358470908,853979.58687314,1996-02-09 19:21:00,"B",15.55
107909.865458936,814799.274961069,1996-02-09 20:54:00,"B",1.55
-287471.869473114,847664.699074474,1996-02-10 19:00:00,"B",22.1
61975.668618976,827667.792908576,1996-02-10 20:34:00,"A",1.56666666666667
61002.247582119,828657.787048063,1996-02-10 22:05:00,"1",1.51666666666667
62011.1585979225,829231.762083776,1996-02-10 23:49:00,"A",1.73333333333333
54819.6438603765,829796.097759046,1996-02-11 23:38:00,"0",23.8166666666667
54821.1839291317,829684.44808209,1996-02-11 23:38:00,"0",0.1
86914.4765435839,818418.543560729,1996-02-12 01:06:00,"B",1.46666666666667
62496.9909315361,828792.678059592,1996-02-12 01:20:00,"A",0.233333333333333
63646.8022529482,828029.208581674,1996-02-12 02:44:00,"A",1.4
59080.0791237833,829075.44304776,1996-02-12 04:23:00,"0",1.65
58841.3532103262,820920.141818106,1996-02-12 06:04:00,"B",1.68333333333333
59204.7751015589,828742.282853831,1996-02-12 11:51:00,"A",5.78333333333333
71251.6123669477,834747.316825427,1996-02-12 13:30:00,"A",1.65
67861.9843614971,812577.161344784,1996-02-12 15:12:00,"A",1.7
55358.9734056862,825448.478401212,1996-02-12 21:45:00,"0",6.55
61706.7008561565,829562.043875621,1996-02-12 23:27:00,"1",1.7
63445.2837544108,821884.147256745,1996-02-13 01:07:00,"B",1.66666666666667
62709.9934731515,830471.142289738,1996-02-13 02:21:00,"A",1.23333333333333
62114.5965797041,826441.576639587,1996-02-13 21:36:00,"0",19.25
13099.3975078309,813473.190464347,1996-02-14 23:02:00,"0",25.4333333333333
62643.119396745,830916.78731231,1996-02-15 00:45:00,"2",1.71666666666667
60123.6518843092,831324.559683,1996-02-15 12:57:00,"0",12.2
59493.6661408654,833436.904876319,1996-02-16 00:36:00,"0",11.65
61532.346347672,829224.32094278,1996-02-16 02:57:00,"1",2.35
64040.7036554868,829598.966560801,1996-02-16 04:38:00,"1",1.68333333333333
64071.7390616825,831386.273026785,1996-02-17 00:24:00,"0",19.7666666666667
67910.0198680128,823856.172469992,1996-02-17 05:54:00,"1",5.5
61518.5194881669,830117.495045897,1996-02-18 02:13:00,"0",20.3166666666667
63779.8127654705,830934.871919947,1996-02-18 03:53:00,"0",1.66666666666667
63201.0835672825,829697.200534301,1996-02-18 05:35:00,"1",1.7
62116.9001690253,830126.803392285,1996-02-18 15:59:00,"A",10.4
35956.5404162599,837509.149647017,1996-02-19 00:00:00,"A",8.01666666666667
61710.1676513729,829338.750927451,1996-02-19 03:31:00,"1",3.51666666666667
61183.7634286073,824640.438727952,1996-02-19 05:12:00,"B",1.68333333333333
69089.5775876247,790156.761154039,1996-02-19 12:14:00,"B",7.03333333333333
60754.2745397171,829212.352106506,1996-02-19 13:54:00,"1",1.66666666666667
61303.2696160873,828550.745227986,1996-02-19 18:59:00,"0",5.08333333333333
51159.7438261519,844376.915092481,1996-02-19 20:30:00,"B",1.51666666666667
62583.2932871215,830915.844499298,1996-02-19 23:52:00,"A",3.36666666666667
63648.5894241174,827917.564380667,1996-02-20 01:30:00,"B",1.63333333333333
110430.70757899,849384.951315645,1996-02-20 03:07:00,"A",1.61666666666667
65021.9729772119,828163.133371497,1996-02-20 04:50:00,"0",1.71666666666667
71095.0683229265,809953.599823794,1996-02-20 12:03:00,"B",7.21666666666667
58528.2397376182,829960.656457247,1996-02-20 13:45:00,"0",1.7
109806.51828299,861098.776277089,1996-02-20 22:02:00,"B",8.28333333333333
59206.3758227116,824610.527482709,1996-02-20 23:40:00,"0",1.63333333333333
119619.404907094,803182.491015908,1996-02-21 01:10:00,"B",1.5
64326.6748612592,823014.965607682,1996-02-21 01:21:00,"0",0.183333333333333
62743.4710198679,828349.868790859,1996-02-21 02:48:00,"1",1.45
64283.6986956233,829379.540344827,1996-02-21 04:28:00,"0",1.66666666666667
58853.8852317681,828178.716133604,1996-02-21 06:10:00,"A",1.7
52751.2869838074,836803.536324487,1996-02-22 02:26:00,"A",20.2666666666667
-501448.180965275,1068980.1687443,1996-02-22 13:24:00,"0",10.9666666666667
58088.3441522079,839558.416097599,1996-02-22 15:04:00,"B",1.66666666666667
56592.6603151804,831384.363659934,1996-02-22 19:31:00,"0",4.45
65397.7013705976,827164.236266369,1996-02-22 21:39:00,"B",2.13333333333333
65578.2664870001,830740.796708461,1996-02-22 23:17:00,"0",1.63333333333333
63833.5797844854,827585.511922207,1996-02-23 00:59:00,"B",1.7
85812.8649188911,836040.643373223,1996-02-23 03:46:00,"B",2.78333333333333
59598.6682953183,830423.25831332,1996-02-23 05:23:00,"1",1.61666666666667
62200.4537288845,774304.793321491,1996-02-23 11:31:00,"A",6.13333333333333
54106.9659786627,824984.589354184,1996-02-23 21:27:00,"0",9.93333333333333
60713.1756318362,827983.330382352,1996-02-24 00:47:00,"A",3.33333333333333
61636.4640092816,830230.996691464,1996-02-24 05:03:00,"1",4.26666666666667
61224.4884910838,829777.933193305,1996-02-24 05:03:00,"1",0.1
66280.2060257024,820925.31470764,1996-02-24 11:19:00,"A",6.26666666666667
63799.5275158943,829706.762241477,1996-02-24 14:43:00,"0",3.4
62157.8902749996,835152.891131528,1996-02-24 15:28:00,"0",0.75
76221.1103515785,831265.758311583,1996-02-24 16:20:00,"B",0.866666666666667
65873.7078684534,830969.03696491,1996-02-24 17:10:00,"1",0.833333333333333
49440.6489864514,838771.074786038,1996-02-24 18:49:00,"0",1.65
123279.097668217,871107.226173506,1996-02-25 03:03:00,"B",8.23333333333333
126076.452418268,831529.850913101,1996-02-25 04:39:00,"B",1.6
37480.5186921902,865668.0072441,1996-02-25 11:08:00,"B",6.48333333333333
37421.21586005,865667.443318899,1996-02-25 11:08:00,"B",0.1
53525.8270738633,823636.746388019,1996-02-25 12:49:00,"A",1.68333333333333
55333.3467629189,831589.969162968,1996-02-25 14:30:00,"A",1.68333333333333
59991.3621093658,828195.716764984,1996-02-25 20:08:00,"0",5.63333333333333
61640.6381836017,826099.192521331,1996-02-25 21:05:00,"1",0.95
53378.9920667297,825644.753988857,1996-02-25 22:45:00,"0",1.66666666666667
60456.2333763847,825187.661989307,1996-02-26 00:27:00,"0",1.7
89481.9655472552,737205.210835555,1996-02-26 05:58:00,"B",5.51666666666667
69819.9567832537,814062.52900918,1996-02-26 10:57:00,"A",4.98333333333333
57208.530917314,830164.783840317,1996-02-26 12:37:00,"0",1.66666666666667
65588.6265179646,815553.982043188,1996-02-26 14:17:00,"B",1.66666666666667
54515.8798558566,812595.879258256,1996-02-26 15:59:00,"B",1.7
61598.537275927,821073.492656982,1996-02-26 19:48:00,"0",3.81666666666667
52837.778672707,834794.521228035,1996-02-26 20:55:00,"A",1.11666666666667
60195.3115728596,830543.925688642,1996-02-26 22:36:00,"A",1.68333333333333
58371.6676775211,828394.949013359,1996-02-27 00:16:00,"A",1.66666666666667
59253.3737797353,845494.942122363,1996-02-27 10:45:00,"B",10.4833333333333
36216.9214665945,854710.282393127,1996-02-27 12:27:00,"B",1.7
63978.7430663277,818542.717691623,1996-02-27 14:11:00,"A",1.73333333333333
46234.3220578275,821758.795288364,1996-02-27 15:49:00,"A",1.63333333333333
58895.5544332152,829407.720811449,1996-02-27 16:04:00,"A",0.25
63231.2656248687,827799.233360289,1996-02-27 17:45:00,"0",1.68333333333333
61038.2246876065,826313.243371977,1996-02-27 19:24:00,"0",1.65
