"x","y","dtime","lc","delta.t"
61987.321081286,834591.830331429,1996-04-27 05:32:00,"A",1.73333333333333
61989.0646401776,834480.179247994,1996-04-27 05:32:00,"A",0.1
93501.1640019183,879672.105832288,1996-04-27 13:21:00,"B",7.81666666666667
59738.4704292957,829085.28330747,1996-04-27 17:36:00,"1",4.25
59665.6498926337,825957.409926606,1996-04-27 19:15:00,"1",1.65
58818.7827770769,826503.14385064,1996-04-28 03:28:00,"A",8.21666666666667
58940.2222163225,826393.272138301,1996-04-28 05:06:00,"A",1.63333333333333
59325.9768002128,832652.665227048,1996-04-28 11:31:00,"B",6.41666666666667
67186.6274759668,827640.752213862,1996-04-28 13:10:00,"0",1.65
61886.2402988042,829564.835420088,1996-04-28 14:51:00,"0",1.68333333333333
53552.9209366478,839382.877332949,1996-04-28 15:32:00,"A",0.683333333333333
58917.0612861634,827956.309977431,1996-04-28 17:14:00,"0",1.7
64477.7321495871,828489.290545327,1996-04-28 18:57:00,"0",1.71666666666667
51674.556339151,836901.041887488,1996-04-28 19:45:00,"B",0.8
62132.0308955965,825325.147324968,1996-04-29 00:49:00,"0",5.06666666666667
61169.4491566456,833350.690891864,1996-04-29 01:27:00,"B",0.633333333333333
-611521.366775606,847141.958986177,1996-04-29 12:56:00,"B",11.4833333333333
153775.898082583,934794.146698526,1996-04-29 14:40:00,"B",1.73333333333333
136802.970345265,803286.400928318,1996-04-29 19:36:00,"B",4.93333333333333
64530.3354261183,832622.143166833,1996-04-30 11:09:00,"A",15.55
64470.5349950757,832621.171936431,1996-04-30 11:09:00,"A",0.1
67189.2127558428,834564.79250871,1996-04-30 14:31:00,"3",3.36666666666667
68087.234213516,831006.354208411,1996-04-30 18:11:00,"0",3.66666666666667
59972.6040602835,853100.767786365,1996-04-30 19:48:00,"B",1.61666666666667
72083.301747032,831746.926533003,1996-04-30 22:44:00,"0",2.93333333333333
73240.1344970742,827412.61311346,1996-05-01 02:22:00,"A",3.63333333333333
66228.9371179825,831198.296412139,1996-05-01 05:41:00,"2",3.31666666666667
67670.3620913908,830887.554549999,1996-05-01 14:18:00,"A",8.61666666666667
55094.4175553403,796750.011514802,1996-05-02 10:46:00,"B",20.4666666666667
68737.4574293923,834926.345541739,1996-05-02 12:26:00,"1",1.66666666666667
68737.4574293923,834926.345541739,1996-05-02 12:27:00,"1",0.0166666666666667
47016.1514182233,866775.613005272,1996-05-02 15:51:00,"B",3.4
78097.4885955661,830185.37716993,1996-05-02 17:30:00,"A",1.65
85723.7258449296,864858.616174402,1996-05-02 19:02:00,"B",1.53333333333333
68716.3625400168,829230.351273013,1996-05-02 19:06:00,"0",0.0666666666666667
69364.3689613821,833262.033721087,1996-05-03 03:18:00,"A",8.2
65904.5019382418,825497.519067965,1996-05-03 06:40:00,"A",3.36666666666667
67678.9289882625,826867.383288981,1996-05-03 10:36:00,"A",3.93333333333333
69608.267319615,829580.901302154,1996-05-03 12:14:00,"2",1.63333333333333
70515.8613880035,829038.514321852,1996-05-03 13:56:00,"1",1.7
59638.8575580908,827743.728987215,1996-05-03 18:45:00,"0",4.81666666666667
69491.7652297471,832817.540098123,1996-05-04 02:58:00,"A",8.21666666666667
38074.8563690783,822119.056209887,1996-05-04 04:36:00,"0",1.63333333333333
62815.5361835588,831366.211360684,1996-05-04 06:19:00,"A",1.71666666666667
70699.3955774878,828818.420521861,1996-05-04 13:47:00,"A",7.46666666666667
68606.2930977153,828670.070024312,1996-05-04 15:03:00,"A",1.26666666666667
105084.609187244,873260.724992941,1996-05-05 04:15:00,"B",13.2
15894.607730817,820740.558422471,1996-05-05 05:51:00,"B",1.6
67191.3742663451,841489.229720159,1996-05-05 10:12:00,"B",4.35
66941.154298942,831545.265803175,1996-05-05 11:54:00,"2",1.7
91625.2415842125,814615.379052358,1996-05-05 13:33:00,"B",1.65
64338.0271469975,844457.427517582,1996-05-05 15:19:00,"B",1.76666666666667
72766.6763356574,836896.80827293,1996-05-05 16:23:00,"B",1.06666666666667
78926.0531697638,821602.522428791,1996-05-05 16:52:00,"B",0.483333333333333
100759.325996961,826562.709981821,1996-05-05 18:00:00,"B",1.13333333333333
78130.2340458139,852747.906855001,1996-05-05 19:42:00,"A",1.7
71123.759164602,838542.295331667,1996-05-06 11:44:00,"B",16.0333333333333
83019.9891319513,838103.358492693,1996-05-06 13:24:00,"B",1.66666666666667
63945.3562127053,835516.327583194,1996-05-06 15:05:00,"0",1.68333333333333
63324.6177811283,836958.220265696,1996-05-06 16:00:00,"1",0.916666666666667
71954.3828499617,828952.616244821,1996-05-06 17:39:00,"A",1.65
48005.0974177503,848804.779264354,1996-05-06 21:01:00,"B",3.36666666666667
52482.8094084178,829987.891561925,1996-05-06 21:37:00,"0",0.6
39643.4792308491,809071.030183814,1996-05-06 23:21:00,"A",1.73333333333333
62525.6506998864,868443.581349081,1996-05-07 11:32:00,"B",12.1833333333333
63917.9517810625,833505.661958535,1996-05-07 13:12:00,"0",1.66666666666667
66991.5556601013,832104.505261409,1996-05-07 14:53:00,"0",1.68333333333333
60259.7246453965,842047.862223004,1996-05-08 04:49:00,"A",13.9333333333333
64512.1939434438,833738.629711135,1996-05-08 14:42:00,"A",9.88333333333333
65044.7579872788,834082.356095217,1996-05-08 18:37:00,"A",3.91666666666667
61122.4909794374,840274.132367044,1996-05-08 21:16:00,"0",2.65
63073.8354549666,833938.875050304,1996-05-09 11:07:00,"0",13.85
68135.5690344766,831677.251037708,1996-05-09 12:50:00,"1",1.71666666666667
65166.1474842529,833972.66761345,1996-05-09 14:32:00,"0",1.7
69453.4395851243,831588.395468678,1996-05-09 16:08:00,"B",1.6
69287.0403224718,834265.81142271,1996-05-09 16:36:00,"A",0.466666666666667
62168.3819146147,834482.983542719,1996-05-10 12:39:00,"2",20.05
64878.1923132332,833297.879145659,1996-05-10 14:20:00,"1",1.68333333333333
62147.3985767502,835822.802464221,1996-05-10 16:13:00,"0",1.88333333333333
96629.785580287,831262.986349112,1996-05-10 17:51:00,"B",1.63333333333333
42715.5213405549,831099.248945894,1996-05-10 19:32:00,"B",1.68333333333333
59843.9797091745,834000.552532449,1996-05-11 00:16:00,"0",4.73333333333333
87962.3907797236,828046.082562919,1996-05-11 00:25:00,"B",0.15
124136.418355848,853255.197946321,1996-05-11 02:01:00,"B",1.6
69551.5627033593,832818.586936854,1996-05-11 02:04:00,"0",0.05
66432.7337670514,833323.583331103,1996-05-11 03:46:00,"3",1.7
65924.742201749,835101.992418536,1996-05-11 10:48:00,"0",7.03333333333333
61932.7759377209,834255.944376302,1996-05-11 12:30:00,"3",1.7
63622.59386837,833277.56237346,1996-05-11 14:11:00,"0",1.68333333333333
60281.5006985139,836687.452374637,1996-05-11 17:31:00,"A",3.33333333333333
73092.0880802701,835450.885545448,1996-05-12 00:04:00,"0",6.55
74456.9938379437,832795.848499764,1996-05-12 01:45:00,"B",1.68333333333333
67598.1026116656,835130.140139855,1996-05-12 06:44:00,"1",4.98333333333333
64963.2102975983,857200.823028868,1996-05-12 10:37:00,"B",3.88333333333333
11384.3822973828,866287.974027697,1996-05-12 15:36:00,"B",4.98333333333333
119658.88849959,797823.020156437,1996-05-12 17:08:00,"B",1.53333333333333
65229.5962300338,833750.351415432,1996-05-12 18:49:00,"0",1.68333333333333
64488.6097625577,835190.077814372,1996-05-13 03:01:00,"0",8.2
66227.0759275035,831309.942459377,1996-05-13 04:42:00,"1",1.68333333333333
64305.3667889432,828039.805265261,1996-05-13 10:26:00,"A",5.73333333333333
65490.8223970765,832414.510141803,1996-05-13 12:06:00,"1",1.66666666666667
72104.4572235561,827280.182666592,1996-05-13 13:47:00,"0",1.68333333333333
74670.1471959576,884408.057373125,1996-05-13 15:07:00,"1",1.33333333333333
70885.0252977565,835187.484301348,1996-05-13 15:28:00,"0",0.35
66073.9943266384,833317.597577866,1996-05-13 16:47:00,"0",1.31666666666667
112553.731997677,845981.455509845,1996-05-13 18:27:00,"B",1.66666666666667
58566.0583245231,827392.772332914,1996-05-14 04:17:00,"0",9.83333333333333
77349.0078243608,831734.289323084,1996-05-14 06:03:00,"A",1.76666666666667
73198.7455870932,826406.764795792,1996-05-14 10:14:00,"A",4.18333333333333
63729.6288452583,834061.026539793,1996-05-14 11:55:00,"2",1.68333333333333
64662.4372913283,835527.94683497,1996-05-14 13:38:00,"1",1.71666666666667
63634.037243568,836293.085572868,1996-05-14 16:26:00,"1",2.8
79112.4943946533,830317.137157279,1996-05-14 18:06:00,"0",1.66666666666667
79700.8503833783,842726.347849848,1996-05-15 03:55:00,"A",9.81666666666667
60694.5499684082,837028.789763843,1996-05-15 05:37:00,"B",1.7
57375.0747446634,806048.4814381,1996-05-15 11:46:00,"B",6.15
66511.2198195377,832208.110897145,1996-05-15 13:26:00,"2",1.66666666666667
65404.2930949824,830402.900961373,1996-05-15 15:07:00,"1",1.68333333333333
66170.9747544372,831085.653634518,1996-05-15 16:02:00,"0",0.916666666666667
64043.7615462522,825690.47248882,1996-05-15 16:48:00,"B",0.766666666666667
39837.2885571712,813762.19058245,1996-05-16 01:05:00,"B",8.28333333333333
65935.8693254659,834432.095708449,1996-05-16 03:33:00,"0",2.46666666666667
63492.2992809264,833945.545347519,1996-05-16 05:16:00,"2",1.71666666666667
57084.4666693769,834629.971582033,1996-05-16 11:33:00,"A",6.28333333333333
24261.7629010053,845237.518923722,1996-05-16 16:33:00,"A",5
63511.9405589132,832717.403357422,1996-05-16 17:22:00,"0",0.816666666666667
69113.962164103,830465.692709617,1996-05-16 19:01:00,"0",1.65
100683.407529559,831922.137600248,1996-05-16 19:52:00,"B",0.85
66963.3095843925,833779.214037456,1996-05-16 21:31:00,"1",1.65
64906.9416987074,835196.897227704,1996-05-17 11:26:00,"0",13.9166666666667
101977.405382813,821120.920863183,1996-05-17 13:07:00,"0",1.68333333333333
62748.4510242313,835608.901776821,1996-05-17 14:45:00,"2",1.63333333333333
48650.5174329126,825249.127459646,1996-05-18 01:14:00,"B",10.4833333333333
79872.3938754007,831225.806137905,1996-05-18 06:15:00,"B",5.01666666666667
64595.5832977005,832288.171455155,1996-05-18 12:53:00,"0",6.63333333333333
64414.3561008992,832396.905442976,1996-05-18 12:54:00,"0",0.0166666666666667
58915.6572519916,832088.181930814,1996-05-18 14:33:00,"0",1.65
75074.6460521196,834929.469619794,1996-05-18 16:13:00,"0",1.66666666666667
65807.0671687942,834988.359096154,1996-05-18 16:37:00,"2",0.4
54704.4179612197,833814.731850769,1996-05-18 19:29:00,"B",2.86666666666667
63935.0916449182,843557.397195716,1996-05-18 19:57:00,"A",0.466666666666667
66956.2051903978,830652.101390451,1996-05-19 00:51:00,"0",4.9
70083.0036608743,839975.688337567,1996-05-19 02:27:00,"A",1.6
64644.4837303,832959.033031028,1996-05-19 11:04:00,"A",8.61666666666667
67724.4789808825,831223.509348949,1996-05-19 14:23:00,"A",3.31666666666667
61926.2954986172,838499.683662392,1996-05-19 19:38:00,"0",5.25
139899.272375305,926440.494478862,1996-05-19 20:55:00,"B",1.28333333333333
76420.814105407,848804.969516953,1996-05-19 21:15:00,"0",0.333333333333333
103584.099086615,685660.563648718,1996-05-20 02:06:00,"B",4.85
165298.72687634,909434.929846527,1996-05-20 10:53:00,"B",8.78333333333333
65024.6356663611,835310.504066326,1996-05-20 12:31:00,"A",1.63333333333333
65827.4298429689,833760.218524701,1996-05-20 14:13:00,"1",1.7
65776.3746464476,844034.30410198,1996-05-20 15:55:00,"A",1.7
46495.7610248694,865652.422094788,1996-05-20 17:30:00,"B",1.58333333333333
397053.478546828,891168.120006787,1996-05-20 17:30:00,"B",0.1
-23117.9766736743,805926.918709265,1996-05-21 00:06:00,"B",6.6
67589.637080198,832114.637700502,1996-05-21 01:46:00,"0",1.66666666666667
33030.0639057278,808564.300813605,1996-05-21 05:08:00,"B",3.36666666666667
58512.3632665405,835097.4719996,1996-05-21 10:40:00,"A",5.53333333333333
54324.3641865989,844084.014826444,1996-05-21 14:04:00,"B",3.4
51386.3900377019,840694.356400033,1996-05-21 15:35:00,"B",1.51666666666667
65258.1672047475,835649.379060187,1996-05-21 15:42:00,"0",0.116666666666667
67819.3362253561,832676.947539462,1996-05-21 18:53:00,"1",3.18333333333333
58314.6356864106,820019.088598464,1996-05-21 18:58:00,"B",0.0833333333333333
56476.5479581677,839535.127413568,1996-05-21 20:29:00,"A",1.51666666666667
79909.7452959278,858927.361518071,1996-05-21 22:16:00,"B",1.78333333333333
76135.6845592926,807478.325855784,1996-05-22 10:28:00,"B",12.2
65571.6967444711,834761.103228466,1996-05-22 12:12:00,"1",1.73333333333333
65522.1197415958,830516.518090623,1996-05-22 20:09:00,"B",7.95
61672.3995718274,843298.143556888,1996-05-22 20:25:00,"B",0.266666666666667
67630.4295387614,833232.122667509,1996-05-22 22:06:00,"1",1.68333333333333
66982.1403456236,832662.738905879,1996-05-23 01:29:00,"1",3.38333333333333
64678.8102697346,834523.094201163,1996-05-23 13:41:00,"A",12.2
52696.3588842406,827422.326870276,1996-05-24 23:27:00,"B",33.7666666666667
55039.1815315331,839849.952883842,1996-05-25 01:04:00,"B",1.61666666666667
66499.7206911413,840025.642651533,1996-05-25 01:57:00,"B",0.883333333333333
64992.2899753375,833634.780872318,1996-05-25 11:38:00,"1",9.68333333333333
66354.2811480285,834439.067673138,1996-05-25 13:18:00,"1",1.66666666666667
66337.393472416,831870.170249493,1996-05-25 14:58:00,"1",1.66666666666667
58779.5128236793,833202.916880002,1996-05-25 15:46:00,"0",0.8
64485.0346095528,831727.990013499,1996-05-25 17:25:00,"0",1.65
64823.869717075,832961.957281088,1996-05-25 19:05:00,"1",1.66666666666667
66172.8342602828,830974.007769212,1996-05-25 19:54:00,"B",0.816666666666667
67923.0258862669,830110.125985274,1996-05-25 21:35:00,"0",1.68333333333333
73441.1548134847,813234.231724527,1996-05-26 01:35:00,"B",4
73443.2090104401,813122.606528853,1996-05-26 01:35:00,"B",0.1
65116.0990918408,829728.115191163,1996-05-26 03:17:00,"0",1.7
71604.1799189046,835088.71056199,1996-05-26 04:58:00,"B",1.68333333333333
63244.2828843282,834499.979417853,1996-05-26 11:28:00,"A",6.5
75308.3898600333,828903.064568096,1996-05-26 13:09:00,"A",1.68333333333333
62992.789167876,835277.733975781,1996-05-26 14:48:00,"3",1.65
61976.8596938021,835261.739017881,1996-05-26 17:04:00,"2",2.26666666666667
63496.7380480287,829925.262115166,1996-05-27 15:00:00,"0",21.9333333333333
61039.9378652238,826201.599600353,1996-05-27 16:41:00,"0",1.68333333333333
68189.9731923549,835475.310398287,1996-05-27 21:12:00,"A",4.51666666666667
41185.7834804329,817013.808513194,1996-05-27 22:51:00,"B",1.65
68965.218508298,832138.284077846,1996-05-28 00:34:00,"2",1.71666666666667
73371.8296632851,842939.140622906,1996-05-28 02:31:00,"B",1.95
67400.7386599036,832669.821161693,1996-05-28 04:14:00,"A",1.71666666666667
63720.6672925765,834619.277055075,1996-05-28 05:53:00,"1",1.65
62920.6354010786,836058.347798302,1996-05-28 11:04:00,"B",5.18333333333333
58761.5988792553,846492.799831302,1996-05-28 12:46:00,"B",1.7
63462.7146370499,839529.122606119,1996-05-28 14:28:00,"1",1.7
65016.4954519731,828498.065048748,1996-05-28 16:07:00,"A",1.65
67174.7564465067,831884.242982711,1996-05-28 16:18:00,"A",0.183333333333333
65180.8086548076,833079.478287283,1996-05-29 00:23:00,"1",8.08333333333333
69997.6841615586,831262.911240548,1996-05-29 00:32:00,"B",0.15
47498.760002022,816302.429153884,1996-05-29 02:13:00,"B",1.68333333333333
61420.6939284535,832572.833199475,1996-05-29 05:29:00,"0",3.26666666666667
64941.6343875309,833075.559588987,1996-05-29 10:53:00,"A",5.4
65481.6172007232,832972.748860667,1996-05-29 12:34:00,"1",1.68333333333333
67692.1240190184,833121.494359748,1996-05-29 14:15:00,"1",1.68333333333333
92475.9251373856,790739.110298025,1996-05-29 17:38:00,"B",3.38333333333333
68760.6597528023,833586.574458303,1996-05-30 00:11:00,"1",6.55
83483.9451293972,875312.308944072,1996-05-30 10:44:00,"B",10.55
65799.0871442702,831861.216707527,1996-05-30 12:25:00,"3",1.68333333333333
68710.5722826013,829565.280539783,1996-05-30 14:05:00,"1",1.66666666666667
66432.7337670514,833323.583331103,1996-05-30 17:16:00,"0",3.18333333333333
95057.6603984337,836921.537190849,1996-05-30 18:56:00,"B",1.66666666666667
53285.5971755515,841501.202513225,1996-05-31 03:08:00,"B",8.2
43463.3259928686,855565.216908431,1996-05-31 10:30:00,"B",7.36666666666667
65434.6975435917,832190.229638187,1996-05-31 12:13:00,"A",1.71666666666667
65137.4936652907,832073.667017436,1996-05-31 13:54:00,"2",1.68333333333333
56398.4238350185,836630.351973543,1996-05-31 18:34:00,"0",4.66666666666667
73209.0177219573,825848.576321599,1996-06-01 01:06:00,"A",6.53333333333333
62110.6771724481,838167.521527787,1996-06-01 01:31:00,"A",0.416666666666667
68178.133539075,832683.090980679,1996-06-01 02:46:00,"A",1.25
64169.7285672651,832727.97763887,1996-06-01 10:21:00,"0",7.58333333333333
64651.7537455517,832512.440304202,1996-06-01 12:01:00,"A",1.66666666666667
63869.4229484434,836520.229397649,1996-06-01 15:21:00,"0",3.33333333333333
47725.2386616752,837409.942319175,1996-06-01 18:13:00,"0",2.86666666666667
101087.978516115,834836.588422146,1996-06-01 20:20:00,"B",2.11666666666667
70930.8168285386,835970.085968405,1996-06-02 01:22:00,"0",5.03333333333333
66621.4682167765,832768.350730952,1996-06-02 04:03:00,"A",2.68333333333333
63450.3576811947,832828.096238021,1996-06-02 11:52:00,"A",7.81666666666667
63784.0256252584,834396.936529255,1996-06-02 13:33:00,"0",1.68333333333333
65890.918766663,833537.913312225,1996-06-02 15:12:00,"1",1.65
67184.6717970378,838361.917883556,1996-06-02 16:09:00,"0",0.95
44427.909933243,849098.03580289,1996-06-02 21:09:00,"B",5
63327.8876253674,829252.522626295,1996-06-03 02:02:00,"0",4.88333333333333
65250.8230262422,836095.982248309,1996-06-03 09:59:00,"B",7.95
64883.6650166208,832962.933831873,1996-06-03 11:41:00,"3",1.7
74802.2176791225,830345.342894813,1996-06-03 13:21:00,"0",1.66666666666667
63974.5003271013,837415.373926164,1996-06-03 15:02:00,"0",1.68333333333333
65961.8323717003,832869.017980665,1996-06-03 15:48:00,"1",0.766666666666667
71773.3732771812,835650.184510005,1996-06-03 17:28:00,"0",1.66666666666667
60185.7262411531,835122.494539745,1996-06-03 19:10:00,"0",1.7
133185.026630162,790543.593554619,1996-06-03 19:57:00,"A",0.783333333333333
39178.4151174733,849936.022815958,1996-06-03 20:49:00,"B",0.866666666666667
75169.2023489844,820413.12460274,1996-06-03 21:36:00,"0",0.783333333333333
66440.2055427797,832876.992679398,1996-06-04 05:01:00,"2",7.41666666666667
67558.3016375484,830438.939039389,1996-06-04 14:54:00,"0",9.88333333333333
66856.5772034334,854216.54380675,1996-06-04 18:48:00,"B",3.9
46239.5068703416,821312.215007221,1996-06-04 19:47:00,"0",0.983333333333333
60913.1978513571,822737.939753453,1996-06-04 20:27:00,"0",0.666666666666667
66821.8612086172,824396.107641037,1996-06-04 21:25:00,"0",0.966666666666667
97661.9834004009,820901.084531516,1996-06-05 01:20:00,"B",3.91666666666667
76742.4210755433,847582.518366257,1996-06-05 02:58:00,"0",1.63333333333333
71197.8513118485,834411.304479681,1996-06-05 04:37:00,"0",1.65
67143.7139805275,826634.965228634,1996-06-05 06:19:00,"2",1.7
57707.1091747371,865577.332099664,1996-06-05 11:18:00,"B",4.98333333333333
67915.3928987876,830556.703423515,1996-06-05 14:40:00,"1",3.36666666666667
69934.5592186092,844999.086011788,1996-06-05 15:03:00,"B",0.383333333333333
67770.9661204149,832006.048949426,1996-06-05 16:45:00,"1",1.7
61027.5537325952,834800.314628476,1996-06-05 20:05:00,"0",3.33333333333333
61027.5537325952,834800.314628476,1996-06-05 20:06:00,"0",0.0166666666666667
95448.9426936309,838047.923702451,1996-06-06 04:16:00,"0",8.16666666666667
65313.2476703045,832299.908250987,1996-06-06 05:58:00,"3",1.7
84576.4199364775,829536.19373819,1996-06-06 11:11:00,"B",5.21666666666667
62627.2764730874,831921.618348891,1996-06-06 12:48:00,"2",1.61666666666667
62567.4654939442,831920.675774323,1996-06-06 12:48:00,"2",0.1
66647.6897947459,831205.299285351,1996-06-06 14:29:00,"2",1.68333333333333
94556.3773066391,867742.137595509,1996-06-06 16:10:00,"A",1.68333333333333
76736.5463318157,838646.938083826,1996-06-06 16:10:00,"A",0.1
63885.0993699989,831829.972706969,1996-06-06 16:23:00,"0",0.216666666666667
63508.3694324981,832940.70096083,1996-06-06 18:02:00,"0",1.65
67776.6808469092,831671.111446146,1996-06-06 19:26:00,"B",1.4
63990.3320115493,832725.082938699,1996-06-06 19:43:00,"1",0.283333333333333
53043.7425495355,846188.661079598,1996-06-06 21:04:00,"0",1.35
59772.0284103631,826852.364324507,1996-06-06 22:44:00,"0",1.66666666666667
68413.4846060277,832910.497431723,1996-06-07 03:54:00,"A",5.16666666666667
66331.7997773889,832205.110424846,1996-06-07 05:34:00,"2",1.66666666666667
65563.5249103212,831633.967119976,1996-06-07 12:37:00,"0",7.05
66285.0332291254,831422.586263599,1996-06-07 14:18:00,"2",1.68333333333333
63511.008701758,829032.096678395,1996-06-07 15:58:00,"B",1.66666666666667
65318.7556318352,831964.966340478,1996-06-07 16:00:00,"1",0.0333333333333333
65199.1349635871,831963.001036786,1996-06-07 17:41:00,"1",1.68333333333333
66524.3070540964,831426.585879063,1996-06-07 19:21:00,"1",1.66666666666667
65327.9355332543,831406.731918824,1996-06-07 20:53:00,"1",1.53333333333333
66561.6699870515,832767.348012811,1996-06-07 22:35:00,"1",1.7
67769.0612080076,832117.694993432,1996-06-08 12:25:00,"0",13.8333333333333
66395.3389672262,831982.816182906,1996-06-08 14:08:00,"2",1.71666666666667
76711.3783550479,836859.43783248,1996-06-08 15:47:00,"A",1.65
69486.6229085402,829690.449738615,1996-06-08 19:00:00,"0",3.21666666666667
62582.233270734,815728.997482985,1996-06-08 19:04:00,"A",0.0666666666666667
65231.4305601023,833638.702620633,1996-06-08 20:39:00,"A",1.58333333333333
67520.3380409313,832671.85276739,1996-06-08 20:43:00,"1",0.0666666666666667
65563.5249103212,831633.967119976,1996-06-08 22:23:00,"1",1.66666666666667
63471.764145139,831488.317831144,1996-06-09 00:04:00,"0",1.68333333333333
68986.9258003172,851460.719448893,1996-06-09 01:31:00,"A",1.45
59903.4616206598,841930.775290035,1996-06-09 03:11:00,"B",1.66666666666667
59661.4575674519,842150.492447136,1996-06-09 03:11:00,"B",0.1
66866.3000968595,832437.42962313,1996-06-09 04:51:00,"3",1.66666666666667
60909.8680690441,830778.163352862,1996-06-09 06:35:00,"A",1.73333333333333
67169.092143443,832219.181971424,1996-06-09 13:57:00,"1",7.36666666666667
57730.1680405716,839553.184204515,1996-06-09 15:16:00,"1",1.31666666666667
61420.0001096893,836481.554612661,1996-06-09 15:17:00,"0",0.0166666666666667
69517.1628770581,831366.152480548,1996-06-09 15:36:00,"1",0.316666666666667
69227.7922153525,830802.707863304,1996-06-09 16:59:00,"1",1.38333333333333
96176.5297499081,840076.121419485,1996-06-09 17:15:00,"B",0.266666666666667
103805.213840967,831555.697780064,1996-06-09 18:54:00,"B",1.65
66440.2055427797,832876.992679398,1996-06-09 22:11:00,"B",3.28333333333333
66088.8571544764,832424.416600958,1996-06-09 23:52:00,"A",1.68333333333333
68435.9716096053,824646.880859318,1996-06-10 02:49:00,"B",2.95
-57821.9534923949,774909.287583299,1996-06-10 12:00:00,"B",9.18333333333333
68264.7900602649,831121.078850331,1996-06-10 13:47:00,"1",1.78333333333333
64390.733796098,830162.996841228,1996-06-10 19:56:00,"2",6.15
63009.1573597755,830475.874903601,1996-06-10 23:42:00,"1",3.76666666666667
65891.8832099206,879781.772531663,1996-06-11 01:23:00,"B",1.68333333333333
65615.9626518205,832081.542420555,1996-06-11 11:56:00,"2",10.55
65969.2503224402,832422.42810509,1996-06-11 13:35:00,"3",1.65
72572.6371238279,834436.200344467,1996-06-11 16:14:00,"0",2.65
79884.2979536363,842506.653888821,1996-06-11 21:53:00,"B",5.65
66881.3376522932,831544.258271425,1996-06-12 13:22:00,"0",15.4833333333333
69983.9144141757,832044.423063108,1996-06-12 15:02:00,"1",1.66666666666667
85155.9872559147,802300.617890402,1996-06-14 01:22:00,"B",34.3333333333333
64807.4666914403,833966.79628908,1996-06-14 03:00:00,"A",1.63333333333333
76907.8991584285,835969.745291285,1996-06-14 04:41:00,"0",1.68333333333333
66108.7901596577,809532.988584504,1996-06-15 14:32:00,"0",33.85
59652.8947159188,834779.417126078,1996-06-15 19:44:00,"B",5.2
59676.940507136,829196.031315488,1996-06-16 03:58:00,"0",8.23333333333333
61852.1176826086,835594.830260022,1996-06-16 05:39:00,"B",1.68333333333333
27813.7677465678,831748.633554831,1996-06-21 17:35:00,"0",131.933333333333
66890.7360670651,830986.029584403,1996-06-21 19:15:00,"1",1.66666666666667
62743.4547859774,824553.055759543,1996-06-22 20:33:00,"0",25.3
66556.0560761763,833102.290362328,1996-06-22 21:31:00,"1",0.966666666666667
61154.3355708914,830446.895779728,1996-06-23 19:42:00,"B",22.1833333333333
65644.3877134057,833980.546454484,1996-06-23 20:09:00,"A",0.45
67860.0528816313,833794.440045086,1996-06-23 21:20:00,"1",1.18333333333333
67313.2940032353,830769.811872754,1996-06-24 22:49:00,"A",25.4833333333333
67566.8385133429,833454.399422472,1996-06-27 00:09:00,"1",49.3333333333333
